Hyb09cy3	Hyb09cy5
id780o3399280	1285.000000	912.000000
id781o3399284	135.000000	35.000000
id782o3399286	81.000000	0.000000
id783o3399288	3766.000000	2590.000000
id784o3399289	5676.000000	3861.000000
id785o3399292	222.000000	61.000000
id786o3399293	0.000000	0.000000
id787o3399298	756.000000	413.000000
id788o3399302	533.000000	448.000000
id789o3399306	241.000000	2116.000000
id790o3399307	530.000000	202.000000
id791o3399308	515.000000	521.000000
id792o3399312	400.000000	120.000000
id793o3399314	1108.000000	1079.000000
id794o3399326	1106.000000	277.000000
id795o3399328	1147.000000	735.000000
id796o3399334	676.000000	469.000000
id797o3399338	2030.000000	1072.000000
id798o3399340	226.000000	476.000000
id799o3399341	1977.000000	1594.000000
id800o3399342	515.000000	591.000000
id801o3399353	314.000000	52.000000
id802o3399360	24892.000000	11201.000000
id803o3399364	1507.000000	1266.000000
id804o3399368	1314.000000	490.000000
id805o3399374	811.000000	192.000000
id806o3399376	2698.000000	3477.000000
id807o3399380	551.000000	376.000000
id808o3399382	63.000000	0.000000
id809o3399383	110.000000	0.000000
id810o3399390	2.000000	0.000000
id811o3399392	299.000000	2440.000000
id812o3399394	203.000000	1720.000000
id813o3399395	2891.000000	2060.000000
id814o3399398	1613.000000	869.000000
id815o3399399	2678.000000	536.000000
id816o3399401	2876.000000	2542.000000
id817o3399403	47.000000	0.000000
id818o3399404	5165.000000	1140.000000
id819o3399408	1413.000000	319.000000
id820o3399418	46.000000	0.000000
id821o3399424	1390.000000	1073.000000
id822o3399430	1477.000000	657.000000
id823o3399432	811.000000	702.000000
id824o3399433	746.000000	290.000000
id825o3399435	821.000000	524.000000
id826o3399436	598.000000	986.000000
id827o3399438	1203.000000	1140.000000
id828o3399439	3086.000000	2023.000000
id829o3399441	715.000000	491.000000
id830o3399442	434.000000	331.000000
id831o3399443	1562.000000	1369.000000
id832o3399444	793.000000	341.000000
id833o3399446	1028.000000	959.000000
id834o3399447	455.000000	299.000000
id835o3399448	1308.000000	413.000000
id836o3399449	799.000000	367.000000
id837o3399450	640.000000	348.000000
id838o3399452	1596.000000	684.000000
id839o3399454	1216.000000	749.000000
id840o3399455	2238.000000	1866.000000
id841o3399456	475.000000	54.000000
id842o3399457	534.000000	506.000000
id843o3399459	621.000000	255.000000
id844o3399460	251.000000	184.000000
id845o3399462	729.000000	429.000000
id846o3399463	729.000000	153.000000
id847o3399465	131.000000	28.000000
id848o3399466	839.000000	472.000000
id849o3399467	512.000000	259.000000
id850o3399468	1071.000000	599.000000
id851o3399469	899.000000	461.000000
id852o3399470	895.000000	633.000000
id853o3399471	616.000000	769.000000
id854o3399472	2911.000000	2117.000000
id855o3399474	762.000000	324.000000
id856o3399475	687.000000	206.000000
id857o3399481	178.000000	293.000000
id858o3399482	574.000000	212.000000
id859o3399483	7082.000000	2523.000000
id860o3399488	2145.000000	1845.000000
id861o3399489	1.000000	0.000000
id862o3399490	128.000000	28.000000
id863o3399494	1652.000000	1810.000000
id864o3399495	140.000000	64.000000
id865o3399499	765.000000	658.000000
id866o3399502	841.000000	627.000000
id867o3399504	0.000000	0.000000
id868o3399507	83.000000	0.000000
id869o3399508	49.000000	0.000000
id870o3399509	156.000000	30.000000
id871o3399510	3437.000000	1810.000000
id872o3399513	3661.000000	1497.000000
id873o3399514	1207.000000	735.000000
id874o3399515	757.000000	679.000000
id875o3399516	4905.000000	8893.000000
id876o3399518	496.000000	379.000000
id877o3399519	1630.000000	761.000000
id878o3399520	44.000000	7.000000
id879o3399522	151.000000	37.000000
id880o3399526	67.000000	21.000000
id881o3399530	1198.000000	2150.000000
id882o3399532	1099.000000	494.000000
id883o3399534	135.000000	59.000000
id884o3399535	856.000000	300.000000
id885o3399541	42.000000	2.000000
id886o3399542	1332.000000	814.000000
id887o3399543	235.000000	423.000000
id888o3399545	4602.000000	4588.000000
id889o3399547	987.000000	382.000000
id890o3399550	378.000000	433.000000
id891o3399552	551.000000	292.000000
id892o3399553	60.000000	0.000000
id893o3399555	0.000000	0.000000
id894o3399556	125.000000	22.000000
id895o3399557	536.000000	281.000000
id896o3399558	3295.000000	1402.000000
id897o3399559	135.000000	28.000000
id898o3399560	2436.000000	1437.000000
id899o3399561	361.000000	236.000000
id900o3399562	1303.000000	614.000000
id901o3399563	109.000000	0.000000
id902o3399564	456.000000	449.000000
id903o3399565	319.000000	139.000000
id904o3399567	1295.000000	1214.000000
id905o3399568	799.000000	484.000000
id906o3399569	5393.000000	4546.000000
id907o3399570	5913.000000	3317.000000
id908o3399571	52.000000	3.000000
id909o3399572	786.000000	6738.000000
id910o3399573	139.000000	0.000000
id911o3399577	36.000000	0.000000
id912o3399578	923.000000	583.000000
id913o3399579	1117.000000	678.000000
id914o3399580	2009.000000	1612.000000
id915o3399584	531.000000	334.000000
id916o3399585	16.000000	0.000000
id917o3399588	830.000000	207.000000
id918o3399589	668.000000	347.000000
id919o3399592	2700.000000	2635.000000
id920o3399593	962.000000	630.000000
id921o3399594	790.000000	333.000000
id922o3399595	29.000000	0.000000
id923o3399596	88.000000	62.000000
id924o3399597	723.000000	509.000000
id925o3399600	687.000000	310.000000
id926o3399601	172.000000	0.000000
id927o3399602	0.000000	0.000000
id928o3399603	1353.000000	1214.000000
id929o3399604	55.000000	19.000000
id930o3399605	663.000000	270.000000
id931o3399609	1669.000000	921.000000
id932o3399610	266.000000	267.000000
id933o3399612	55.000000	0.000000
id934o3399614	1007.000000	506.000000
id935o3399615	4348.000000	4601.000000
id936o3399618	1300.000000	3635.000000
id937o3399622	80.000000	30.000000
id938o3399623	17.000000	0.000000
id939o3399626	533.000000	328.000000
id940o3399627	809.000000	519.000000
id941o3399628	1050.000000	1239.000000
id942o3399631	1008.000000	889.000000
id943o3399637	957.000000	236.000000
id944o3399639	952.000000	351.000000
id945o3399641	361.000000	139.000000
id946o3399643	100.000000	0.000000
id947o3399644	776.000000	528.000000
id948o3399646	264.000000	49.000000
id949o3399647	406.000000	124.000000
id950o3399651	122.000000	0.000000
id951o3399654	85.000000	35.000000
id952o3399656	472.000000	191.000000
id953o3399657	637.000000	224.000000
id954o3399659	190.000000	61.000000
id955o3399661	20.000000	0.000000
id956o3399664	630.000000	262.000000
id957o3399666	616.000000	232.000000
id958o3399669	580.000000	90.000000
id959o3399670	144.000000	0.000000
id960o3399672	902.000000	325.000000
id961o3399674	154.000000	14.000000
id962o3399676	642.000000	409.000000
id963o3399677	144.000000	29.000000
id964o3399678	531.000000	459.000000
id965o3399679	349.000000	157.000000
id966o3399683	13154.000000	10155.000000
id967o3399684	7900.000000	3692.000000
id968o3399686	1461.000000	589.000000
id969o3399689	77.000000	28.000000
id970o3399690	134.000000	80.000000
id971o3399692	2231.000000	1064.000000
id972o3399693	79.000000	2.000000
id973o3399694	88.000000	0.000000
id974o3399696	3662.000000	3658.000000
id975o3399700	6795.000000	3223.000000
id976o3399703	306.000000	143.000000
id977o3399705	3631.000000	3518.000000
id978o3399706	10604.000000	5514.000000
id979o3399708	78.000000	0.000000
id980o3399709	973.000000	266.000000
id981o3399711	1275.000000	623.000000
id982o3399712	215.000000	0.000000
id983o3399713	2968.000000	2660.000000
id984o3399716	4867.000000	2045.000000
id985o3399717	173.000000	57.000000
id986o3399718	25.000000	0.000000
id987o3399719	62.000000	0.000000
id988o3399720	2178.000000	1238.000000
id989o3399721	87.000000	0.000000
id990o3399722	290.000000	35.000000
id991o3399723	2701.000000	2494.000000
id992o3399724	562.000000	339.000000
id993o3399726	369.000000	7818.000000
id994o3399727	1861.000000	718.000000
id995o3399728	386.000000	104.000000
id996o3399730	668.000000	498.000000
id997o3399731	353.000000	200.000000
id998o3399732	485.000000	150.000000
id999o3399738	94.000000	4.000000
id1000o3399740	388.000000	85.000000
id1001o3399741	25.000000	200.000000
id1002o3399742	704.000000	452.000000
id1003o3399744	630.000000	341.000000
id1004o3399746	735.000000	504.000000
id1005o3399747	1542.000000	1778.000000
id1006o3399750	515.000000	198.000000
id1007o3399751	108.000000	0.000000
id1008o3399753	1149.000000	919.000000
id1009o3399754	774.000000	562.000000
id1010o3399755	108.000000	0.000000
id1011o3399756	607.000000	592.000000
id1012o3399758	1777.000000	1978.000000
id1013o3399760	114.000000	1.000000
id1014o3399762	3195.000000	2099.000000
id1015o3399763	937.000000	923.000000
id1016o3399764	175.000000	7.000000
id1017o3399765	461.000000	193.000000
id1018o3399766	1767.000000	5264.000000
id1019o3399768	1903.000000	813.000000
id1020o3399770	116.000000	22.000000
id1021o3399771	4655.000000	1790.000000
id1022o3399772	29.000000	0.000000
id1023o3399773	364.000000	304.000000
id1024o3399776	100.000000	0.000000
id1025o3399780	603.000000	230.000000
id1026o3399784	0.000000	0.000000
id1027o3399785	0.000000	0.000000
id1028o3399786	321.000000	80.000000
id1029o3399787	498.000000	323.000000
id1030o3399788	383.000000	349.000000
id1031o3399789	219.000000	37.000000
id1032o3399790	0.000000	0.000000
id1033o3399793	374.000000	335.000000
id1034o3399794	514.000000	144.000000
id1035o3399795	5321.000000	3053.000000
id1036o3399797	2308.000000	1266.000000
id1037o3399798	474.000000	180.000000
id1038o3399799	103.000000	0.000000
id1039o3399801	3383.000000	2644.000000
id1040o3399803	126.000000	66.000000
id1041o3399804	421.000000	103.000000
id1042o3399807	575.000000	162.000000
id1043o3399809	85.000000	0.000000
id1044o3399810	206.000000	1051.000000
id1045o3399811	64.000000	0.000000
id1046o3399812	559.000000	240.000000
id1047o3399813	49.000000	0.000000
id1048o3400969	3034.000000	3093.000000
id1049o3400970	3058.000000	2501.000000
id1050o3400978	194.000000	148.000000
id1051o3400979	471.000000	280.000000
id1052o3400980	718.000000	457.000000
id1053o3400981	555.000000	221.000000
id1054o3400982	852.000000	248.000000
id1055o3400983	1203.000000	569.000000
id1056o3400986	1012.000000	389.000000
id1057o3400987	1106.000000	373.000000
id1058o3400988	140.000000	31.000000
id1059o3400990	91.000000	3.000000
id1060o3400992	1066.000000	504.000000
id1061o3400994	2188.000000	1515.000000
id1062o3400995	96.000000	0.000000
id1063o3400996	749.000000	362.000000
id1064o3400999	527.000000	284.000000
id1065o3401000	609.000000	286.000000
id1066o3401001	477.000000	132.000000
id1067o3401005	604.000000	37.000000
id1068o3401006	99.000000	0.000000
id1069o3401008	1146.000000	573.000000
id1070o3401010	113.000000	0.000000
id1071o3401016	164.000000	117.000000
id1072o3401020	5155.000000	1596.000000
id1073o3401022	91.000000	77.000000
id1074o3401023	673.000000	516.000000
id1075o3401024	369.000000	459.000000
id1076o3401025	783.000000	125.000000
id1077o3401030	299.000000	116.000000
id1078o3401033	424.000000	132.000000
id1079o3401038	115.000000	0.000000
id1080o3401039	6.000000	0.000000
id1081o3401042	1008.000000	594.000000
id1082o3401045	813.000000	322.000000
id1083o3401046	427.000000	284.000000
id1084o3401048	116.000000	112.000000
id1085o3401052	396.000000	271.000000
id1086o3401062	32.000000	0.000000
id1087o3401067	830.000000	434.000000
id1088o3401069	928.000000	609.000000
id1089o3401076	662.000000	330.000000
id1090o3401078	1371.000000	658.000000
id1091o3401079	880.000000	503.000000
id1092o3401081	770.000000	551.000000
id1093o3401085	105.000000	29.000000
id1094o3401086	808.000000	349.000000
id1095o3401088	81.000000	0.000000
id1096o3401089	1745.000000	1070.000000
id1097o3401091	318.000000	178.000000
id1098o3401092	49.000000	0.000000
id1099o3401094	253.000000	47.000000
id1100o3401100	575.000000	189.000000
id1101o3401107	3419.000000	2302.000000
id1102o3401108	2057.000000	1610.000000
id1103o3401110	2032.000000	2428.000000
id1104o3401112	377.000000	117.000000
id1105o3401115	232.000000	304.000000
id1106o3401116	117.000000	0.000000
id1107o3401117	7637.000000	2416.000000
id1108o3401120	567.000000	210.000000
id1109o3401128	554.000000	235.000000
id1110o3401130	113.000000	0.000000
id1111o3401131	962.000000	683.000000
id1112o3401135	58.000000	0.000000
id1113o3401141	1134.000000	365.000000
id1114o3401142	418.000000	336.000000
id1115o3401143	383.000000	281.000000
id1116o3401149	527.000000	330.000000
id1117o3401155	3546.000000	1486.000000
id1118o3401156	109.000000	49.000000
id1119o3401157	1289.000000	1241.000000
id1120o3401159	126.000000	0.000000
id1121o3401160	581.000000	280.000000
id1122o3401161	131.000000	18.000000
id1123o3401167	698.000000	187.000000
id1124o3401169	1295.000000	949.000000
id1125o3401172	837.000000	156.000000
id1126o3401174	2345.000000	1604.000000
id1127o3401180	40.000000	0.000000
id1128o3401185	792.000000	345.000000
id1129o3401187	609.000000	359.000000
id1130o3401191	447.000000	99.000000
id1131o3401192	378.000000	184.000000
id1132o3401193	1634.000000	3126.000000
id1133o3401197	1379.000000	1180.000000
id1134o3401201	484.000000	377.000000
id1135o3401203	845.000000	684.000000
id1136o3401208	118.000000	24.000000
id1137o3401209	607.000000	455.000000
id1138o3401212	88.000000	49.000000
id1139o3401213	153.000000	0.000000
id1140o3401215	136.000000	70.000000
id1141o3401216	153.000000	72.000000
id1142o3401219	915.000000	91.000000
id1143o3401225	414.000000	228.000000
id1144o3401229	627.000000	264.000000
id1145o3401235	2275.000000	2696.000000
id1146o3401245	88.000000	0.000000
id1147o3401248	13499.000000	5256.000000
id1148o3401250	554.000000	231.000000
id1149o3401252	42.000000	0.000000
id1150o3401256	1497.000000	809.000000
id1151o3401257	656.000000	316.000000
id1152o3401259	252.000000	0.000000
id1153o3401260	283.000000	67.000000
id1154o3401262	20566.000000	6605.000000
id1155o3401264	98.000000	3.000000
id1156o3401266	748.000000	396.000000
id1157o3401267	2282.000000	1791.000000
id1158o3401268	201.000000	55.000000
id1159o3401273	325.000000	237.000000
id1160o3401280	1040.000000	453.000000
id1161o3401283	588.000000	378.000000
id1162o3401285	550.000000	265.000000
id1163o3401289	1181.000000	461.000000
id1164o3401290	1663.000000	1049.000000
id1165o3401292	2008.000000	1890.000000
id1166o3401295	74.000000	0.000000
id1167o3401301	577.000000	288.000000
id1168o3401306	280.000000	61.000000
id1169o3401309	5722.000000	2150.000000
id1170o3401310	476.000000	198.000000
id1171o3401314	39.000000	0.000000
id1172o3401317	568.000000	161.000000
id1173o3401318	365.000000	260.000000
id1174o3401319	112.000000	0.000000
id1175o3401322	361.000000	259.000000
id1176o3401324	4034.000000	1465.000000
id1177o3401327	2824.000000	5456.000000
id1178o3401329	42.000000	0.000000
id1179o3401333	891.000000	384.000000
id1180o3401335	538.000000	34.000000
id1181o3401336	224.000000	86.000000
id1182o3401344	2217.000000	1133.000000
id1183o3401346	796.000000	358.000000
id1184o3401347	487.000000	315.000000
id1185o3401351	588.000000	167.000000
id1186o3401353	682.000000	307.000000
id1187o3401355	561.000000	161.000000
id1188o3401357	3273.000000	1465.000000
id1189o3401364	528.000000	375.000000
id1190o3401365	156.000000	0.000000
id1191o3401366	224.000000	313.000000
id1192o3401369	1589.000000	979.000000
id1193o3401370	833.000000	259.000000
id1194o3401373	493.000000	344.000000
id1195o3401375	560.000000	342.000000
id1196o3401377	783.000000	313.000000
id1197o3401381	806.000000	583.000000
id1198o3401382	1608.000000	774.000000
id1199o3401383	2953.000000	1702.000000
id1200o3401388	887.000000	278.000000
id1201o3401389	593.000000	72.000000
id1202o3401392	1282.000000	501.000000
id1203o3401394	1601.000000	1163.000000
id1204o3401395	628.000000	126.000000
id1205o3401396	798.000000	416.000000
id1206o3401397	2229.000000	1498.000000
id1207o3401402	537.000000	361.000000
id1208o3401403	612.000000	306.000000
id1209o3401405	592.000000	673.000000
id1210o3401408	2312.000000	1253.000000
id1211o3401413	362.000000	206.000000
id1212o3401415	119.000000	16.000000
id1213o3401416	492.000000	169.000000
id1214o3401418	669.000000	377.000000
id1215o3401421	216.000000	51.000000
id1216o3401422	724.000000	127.000000
id1217o3401426	72.000000	0.000000
id1218o3401430	770.000000	334.000000
id1219o3401431	900.000000	372.000000
id1220o3401432	2212.000000	1430.000000
id1221o3401434	1407.000000	861.000000
id1222o3401440	991.000000	750.000000
id1223o3401441	313.000000	345.000000
id1224o3401442	452.000000	363.000000
id1225o3401446	860.000000	349.000000
id1226o3401448	545.000000	265.000000
id1227o3401451	203.000000	84.000000
id1228o3401452	477.000000	398.000000
id1229o3401456	1007.000000	643.000000
id1230o3401457	479.000000	179.000000
id1231o3401458	1390.000000	364.000000
id1232o3401459	2009.000000	859.000000
id1233o3401467	2798.000000	1118.000000
id1234o3401468	181.000000	0.000000
id1235o3401469	1755.000000	816.000000
id1236o3401470	22.000000	0.000000
id1237o3401471	657.000000	346.000000
id1238o3401472	619.000000	283.000000
id1239o3401479	767.000000	731.000000
id1240o3401480	1656.000000	578.000000
id1241o3401481	408.000000	298.000000
id1242o3401483	665.000000	670.000000
id1243o3401486	5885.000000	1152.000000
id1244o3401488	833.000000	303.000000
id1245o3401490	1371.000000	603.000000
id1246o3401493	138.000000	0.000000
id1247o3401496	1110.000000	353.000000
id1248o3401498	5737.000000	3870.000000
id1249o3401499	15021.000000	8140.000000
id1250o3401508	313.000000	178.000000
id1251o3401514	1536.000000	1168.000000
id1252o3401515	526.000000	263.000000
id1253o3401516	163.000000	46.000000
id1254o3401517	110.000000	1.000000
id1255o3401518	87.000000	0.000000
id1256o3401519	1051.000000	623.000000
id1257o3401520	338.000000	162.000000
id1258o3401522	11.000000	0.000000
id1259o3401523	51.000000	0.000000
id1260o3401525	454.000000	216.000000
id1261o3401528	1583.000000	1053.000000
id1262o3401529	1412.000000	1024.000000
id1263o3401532	1009.000000	812.000000
id1264o3401534	891.000000	524.000000
id1265o3401535	228.000000	101.000000
id1266o3401537	111.000000	17.000000
id1267o3401539	5.000000	0.000000
id1268o3401541	529.000000	745.000000
id1269o3401542	95.000000	0.000000
id1270o3401544	2947.000000	1374.000000
id1271o3401546	5748.000000	5851.000000
id1272o3401548	881.000000	961.000000
id1273o3401553	2758.000000	1358.000000
id1274o3401555	1950.000000	1122.000000
id1275o3401556	366.000000	220.000000
id1276o3401557	3918.000000	3166.000000
id1277o3401561	678.000000	546.000000
id1278o3401566	765.000000	96.000000
id1279o3401572	3812.000000	5778.000000
id1280o3401578	1032.000000	726.000000
id1281o3401584	161.000000	0.000000
id1282o3401585	537.000000	287.000000
id1283o3401588	566.000000	404.000000
id1284o3401594	3881.000000	4166.000000
id1285o3401596	553.000000	13.000000
id1286o3401597	135.000000	63.000000
id1287o3401598	268.000000	359.000000
id1288o3401600	444.000000	800.000000
id1289o3401603	112.000000	0.000000
id1290o3401605	897.000000	528.000000
id1291o3401612	334.000000	171.000000
id1292o3401613	0.000000	0.000000
id1293o3401614	310.000000	45.000000
id1294o3401616	0.000000	0.000000
id1295o3401620	2156.000000	1970.000000
id1296o3401621	51.000000	0.000000
id1297o3401623	486.000000	249.000000
id1298o3401624	825.000000	417.000000
id1299o3401625	1332.000000	2746.000000
id1300o3401627	2739.000000	1757.000000
id1301o3401631	876.000000	205.000000
id1302o3401632	109.000000	0.000000
id1303o3401633	843.000000	562.000000
id1304o3401635	636.000000	501.000000
id1305o3401638	1215.000000	563.000000
id1306o3401639	89.000000	0.000000
id1307o3401641	538.000000	231.000000
id1308o3401643	1404.000000	697.000000
id1309o3401647	1362.000000	741.000000
id1310o3401651	124.000000	0.000000
id1311o3401652	2874.000000	3201.000000
id1312o3401655	473.000000	307.000000
id1313o3401660	112.000000	0.000000
id1314o3401661	120.000000	11.000000
id1315o3401663	777.000000	268.000000
id1316o3401664	187.000000	9.000000
id1317o3401665	229.000000	60.000000
id1318o3401666	945.000000	429.000000
id1319o3401667	5149.000000	1917.000000
id1320o3401677	4731.000000	5229.000000
id1321o3401678	664.000000	336.000000
id1322o3401680	546.000000	60.000000
id1323o3401682	92.000000	7.000000
id1324o3401683	65.000000	10.000000
id1325o3401685	364.000000	137.000000
id1326o3401686	227.000000	0.000000
id1327o3401691	146.000000	0.000000
id1328o3401697	964.000000	483.000000
id1329o3401698	2721.000000	1570.000000
id1330o3401701	519.000000	242.000000
id1331o3401706	1349.000000	887.000000
id1332o3401708	1242.000000	433.000000
id1333o3401710	393.000000	171.000000
id1334o3401714	150.000000	0.000000
id1335o3401717	1956.000000	729.000000
id1336o3401720	1145.000000	1016.000000
id1337o3401721	485.000000	246.000000
id1338o3401724	1161.000000	890.000000
id1339o3401725	415.000000	263.000000
id1340o3401727	302.000000	81.000000
id1341o3401728	53.000000	0.000000
id1342o3401729	61.000000	0.000000
id1343o3401730	485.000000	237.000000
id1344o3401731	131.000000	0.000000
id1345o3401734	65.000000	0.000000
id1346o3401739	1002.000000	631.000000
id1347o3401743	346.000000	158.000000
id1348o3401746	288.000000	70.000000
id1349o3401750	849.000000	483.000000
id1350o3401751	507.000000	83.000000
id1351o3401754	144.000000	0.000000
id1352o3401755	2026.000000	999.000000
id1353o3401756	369.000000	62.000000
id1354o3401757	138.000000	0.000000
id1355o3401762	1164.000000	502.000000
id1356o3401770	9915.000000	3618.000000
id1357o3401772	1054.000000	355.000000
id1358o3401774	1534.000000	425.000000
id1359o3401775	559.000000	528.000000
id1360o3401777	572.000000	260.000000
id1361o3401778	485.000000	119.000000
id1362o3401779	597.000000	246.000000
id1363o3401785	491.000000	92.000000
id1364o3401795	2723.000000	1098.000000
id1365o3401801	792.000000	707.000000
id1366o3401803	415.000000	378.000000
id1367o3401804	2082.000000	696.000000
id1368o3401806	551.000000	392.000000
id1369o3401814	2769.000000	885.000000
id1370o3401817	159.000000	0.000000
id1371o3401822	881.000000	304.000000
id1372o3401825	1455.000000	706.000000
id1373o3401829	672.000000	550.000000
id1374o3401836	2217.000000	962.000000
id1375o3401839	702.000000	175.000000
id1376o3401840	374.000000	185.000000
id1377o3401842	123.000000	0.000000
id1378o3401844	7429.000000	5695.000000
id1379o3401846	859.000000	418.000000
id1380o3401847	848.000000	526.000000
id1381o3401850	135.000000	0.000000
id1382o3401852	71.000000	0.000000
id1383o3401855	662.000000	233.000000
id1384o3401862	598.000000	265.000000
id1385o3401871	114.000000	0.000000
id1386o3401872	1218.000000	448.000000
id1387o3401878	39.000000	0.000000
id1388o3401880	556.000000	307.000000
id1389o3401881	540.000000	125.000000
id1390o3401883	2654.000000	1274.000000
id1391o3401884	121.000000	0.000000
id1392o3401885	8.000000	0.000000
id1393o3401886	1915.000000	1401.000000
id1394o3401890	1384.000000	1127.000000
id1395o3401895	191.000000	50.000000
id1396o3401896	898.000000	568.000000
id1397o3401897	1270.000000	3512.000000
id1398o3401899	1877.000000	629.000000
id1399o3401901	109.000000	3.000000
id1400o3401902	637.000000	561.000000
id1401o3401904	604.000000	247.000000
id1402o3401905	598.000000	222.000000
id1403o3401906	381.000000	357.000000
id1404o3401908	1655.000000	563.000000
id1405o3401910	26.000000	0.000000
id1406o3401911	34.000000	0.000000
id1407o3401914	2779.000000	1106.000000
id1408o3401917	47.000000	0.000000
id1409o3401921	117.000000	0.000000
id1410o3401926	23100.000000	24994.000000
id1411o3401929	765.000000	299.000000
id1412o3401930	1.000000	0.000000
id1413o3401932	738.000000	997.000000
id1414o3401936	108.000000	0.000000
id1415o3401944	633.000000	297.000000
id1416o3401946	571.000000	387.000000
id1417o3401949	745.000000	421.000000
id1418o3401952	522.000000	117.000000
id1419o3401973	25.000000	0.000000
id1420o3401975	397.000000	231.000000
id1421o3401976	178.000000	0.000000
id1422o3401979	143.000000	23.000000
id1423o3401981	433.000000	133.000000
id1424o3401985	201.000000	97.000000
id1425o3401995	91.000000	54.000000
id1426o3401998	110.000000	79.000000
id1427o3402001	1512.000000	957.000000
id1428o3402004	3024.000000	1176.000000
id1429o3402005	3762.000000	1817.000000
id1430o3402007	690.000000	418.000000
id1431o3402011	476.000000	378.000000
id1432o3402018	495.000000	291.000000
id1433o3402020	1469.000000	569.000000
id1434o3402021	107.000000	0.000000
id1435o3402022	827.000000	613.000000
id1436o3402023	13.000000	0.000000
id1437o3402026	81.000000	0.000000
id1438o3402036	5180.000000	2733.000000
id1439o3402040	4775.000000	3165.000000
id1440o3402047	62.000000	0.000000
id1441o3402054	736.000000	475.000000
id1442o3402064	1864.000000	665.000000
id1443o3402065	1375.000000	1328.000000
id1444o3402069	374.000000	296.000000
id1445o3402070	34.000000	0.000000
id1446o3402071	541.000000	344.000000
id1447o3402072	623.000000	351.000000
id1448o3402073	156.000000	86.000000
id1449o3402074	1599.000000	753.000000
id1450o3402075	255.000000	135.000000
id1451o3402076	657.000000	323.000000
id1452o3402077	463.000000	79.000000
id1453o3402078	1074.000000	527.000000
id1454o3402079	2363.000000	875.000000
id1455o3402084	482.000000	175.000000
id1456o3402085	340.000000	132.000000
id1457o3402086	530.000000	353.000000
id1458o3402087	1628.000000	861.000000
id1459o3402091	852.000000	356.000000
id1460o3402093	364.000000	231.000000
id1461o3402096	6088.000000	2125.000000
id1462o3402099	1022.000000	862.000000
id1463o3402101	448.000000	149.000000
id1464o3402102	854.000000	379.000000
id1465o3402103	0.000000	0.000000
id1466o3402105	109.000000	0.000000
id1467o3402106	1439.000000	843.000000
id1468o3402112	322.000000	208.000000
id1469o3402113	5868.000000	4276.000000
id1470o3402114	702.000000	345.000000
id1471o3402115	560.000000	205.000000
id1472o3402118	270.000000	245.000000
id1473o3100lambda	12125.000000	10356.000000
id1474o3200lambda	37465.000000	57054.000000
id1475o350lambda	5040.000000	4096.000000
id1476o4.36	470.000000	399.000000
id1477o4100lambda	15267.000000	14963.000000
id1478o4200lambda	25042.000000	30567.000000
id1479o450lambda	5112.000000	4131.000000
id1480o5E2	914.000000	185.000000
id1481o546A1A03	3344.000000	1875.000000
id1482o546A1A18	4543.000000	2778.000000
id1483o546A1B04	1100.000000	1009.000000
id1484o546A1B08	30954.000000	18830.000000
id1485o546A1B13	3910.000000	2012.000000
id1486o546A1B20	6603.000000	2286.000000
id1487o546A1B21	9064.000000	7175.000000
id1488o546A1B24	37707.000000	13005.000000
id1489o546A1C04	2103.000000	986.000000
id1490o546A1C15	1679.000000	1194.000000
id1491o546A1C19	1237.000000	644.000000
id1492o546A1D01	16047.000000	5122.000000
id1493o546A1D03	26.000000	0.000000
id1494o546A1D06	24474.000000	8667.000000
id1495o546A1D08	56.000000	0.000000
id1496o546A1D12	34245.000000	10790.000000
id1497o546A1D16	71.000000	0.000000
id1498o546A1D17	1040.000000	610.000000
id1499o546A1D20	17.000000	0.000000
id1500o546A1E03	22335.000000	12901.000000
id1501o546A1E17	45.000000	0.000000
id1502o546A1F02	1937.000000	1872.000000
id1503o546A1F04	29.000000	0.000000
id1504o546A1F06	7518.000000	1872.000000
id1505o546A1F16	1843.000000	1617.000000
id1506o546A1F18	1718.000000	1463.000000
id1507o546A1F22	11757.000000	4227.000000
id1508o546A1G06	643.000000	247.000000
id1509o546A1G15	2988.000000	3335.000000
id1510o546A1G23	2007.000000	1339.000000
id1511o546A1H06	936.000000	1272.000000
id1512o546A1H18	1316.000000	987.000000
id1513o546A1I03	12692.000000	7613.000000
id1514o546A1I04	1964.000000	1145.000000
id1515o546A1I05	8384.000000	8287.000000
id1516o546A1I20	2162.000000	2301.000000
id1517o546A1J11	76.000000	0.000000
id1518o546A1J11	33.000000	0.000000
id1519o546A1K06	5956.000000	3030.000000
id1520o546A1M05	259.000000	76.000000
id1521o546A1M16	3037.000000	2908.000000
id1522o546A1N02	621.000000	434.000000
id1523o546A1O15	13329.000000	20419.000000
id1524o546A1O19	1071.000000	385.000000
id1525o546A2A04	109.000000	15.000000
id1526o546A2A04	25.000000	0.000000
id1527o546A2A07	4283.000000	4224.000000
id1528o546A2A07	3322.000000	3077.000000
id1529o546A2A10	1939.000000	1655.000000
id1530o546A2A19	3214.000000	2563.000000
id1531o546A2C01	220.000000	147.000000
id1532o546A2C03	1435.000000	1898.000000
id1533o546A2C22	4548.000000	4355.000000
id1534o546A2D05	3322.000000	1473.000000
id1535o546A2D11	1709.000000	707.000000
id1536o546A2E01	12282.000000	4588.000000
id1537o546A2E16	2828.000000	1934.000000
